,ID,label,subset,resolution,duration,caption,url
42,uPqh5uA1mhA,Shot put,training,1280x720,118.14,"[([0, 2.95], 'The screen shows the words Shot Put Men.'), ([2.95, 13], ' Kurt Roberts, in a yellow top, throws the ball and a man rushes to measure the throw.'), ([13.59, 18.31], ' Kurt drinks from a Gatorade bottle.'), ([18.31, 33.67], ' Reese Hoffa steps up and throws the ball and a man rushes to measure the throw.'), ([33.67, 42.53], ' Reese adjusts his shirt and waits for his score.'), ([41.35, 48.44], ' Davis Storl sits and is featured on the screen.'), ([48.44, 60.25], ' He then throws the ball and the man rushes to measure the distance.'), ([60.25, 90.97], ' He is shown standing with his team and an instant replay of the throw is shown.'), ([92.15, 103.97], ' The score is shown on the screen.'), ([103.97, 118.14], ' Fans are shown doing the wave.')]",https://www.youtube.com/watch?v=uPqh5uA1mhA
43,Yojuicji624,Slacklining,training,1920x1080,146.98,"[([0, 3.67], 'Some white text on a black background explains that no humans were injured during this video.'), ([3.67, 6.61], ' A young man is making some faces to the camera while standing in front of a rock.'), ([6.61, 56.59], ' Some footage plays of other people tight rope walking and doing other tricks on the tight rope.'), ([56.59, 63.2], ' An older man is riding a tiny bicycle inside a store.'), ([63.2, 138.16], ' More footage is shown of tight rope walkers tripping and falling.'), ([138.16, 146.98], ' Some graphics from the organizations who made the video are shown.')]",https://www.youtube.com/watch?v=Yojuicji624
44,Yp-NJgTAOCc,Breakdancing,training,1920x1080,156.67000000000002,"[([0, 1.57], 'The scene comes into focus showing the outside of a building, with some text at the bottom that says it is a school for breakdancing.'), ([1.57, 3.13], ' A man is doing some paperwork while some other men are standing in the background next to a projector screen.'), ([3.13, 4.7], ' A large number of kids inside a gym are practicing breakdancing.'), ([4.7, 69.72], ' The kids are inside a classroom watching a presentation by the man seen earlier.'), ([69.72, 139.43], ' The kids are seen once again inside the gym practicing their breakdancing moves.'), ([139.43, 156.67], "" The screen goes black and a graphic appears on screen showing the company's logo and youtube channel information."")]",https://www.youtube.com/watch?v=Yp-NJgTAOCc
45,G16xScfD5WM,Capoeira,training,1920x1080,103.78,"[([0, 4.15], 'We see the title over a landscape.'), ([4.15, 8.82], ' People are playing instruments in a field.'), ([8.3, 93.41], ' We then see men practicing martial arts.'), ([19.72, 24.39], ' A man kicks another  man to the ground.'), ([33.73, 36.84], ' We see a man toss another man over his back.'), ([36.84, 40.48], ' A man does a flip, then does a back flip.'), ([40.48, 42.03], ' We see the people playing instruments again.'), ([93.41, 103.78], ' 130 We see words appear on the screen, and the end credits appear.')]",https://www.youtube.com/watch?v=G16xScfD5WM
46,U6M5hbiHn5Q,Tumbling,training,1920x1080,70.78,"[([0, 15.22], 'Man does acrobatic moves down a mat.'), ([6.72, 10.62], ' Another man is running down a mat in the background.'), ([16.28, 39.99], ' Several replays of acrobatic moves occurs.'), ([39.99, 44.94], ' Young man runs and hugs what looks to be his coach.'), ([44.94, 59.45], ' Another set of replays occur.'), ([59.45, 70.78], ' Words go across the screen directing people to social media and websites.')]",https://www.youtube.com/watch?v=U6M5hbiHn5Q
47,yxZ4ouqcld4,Running a marathon,training,1280x720,137.3,"[([0, 73.46], 'A camera shoots various shots all around a city and shoe store.'), ([19.22, 72.77], ' Hundreds of people are walking around an area and checking out shoes.'), ([15.79, 30.21], ' A man talks to a woman about what shoes she likes to wear.'), ([24.03, 38.44], ' People are dancing and enjoying the event together.'), ([22.65, 32.27], ' There is food being eaten at the event by many.'), ([36.38, 48.06], ' Several runners are getting ready to start a race.'), ([43.94, 62.47], ' The race begins and people run very fast.'), ([57.67, 118.76], ' Several people get interviewed during the race.'), ([70.02, 81.69], ' The man who wins the race comes across the finish line.'), ([78.26, 129.75], ' Several more people are shown finishing.')]",https://www.youtube.com/watch?v=yxZ4ouqcld4
48,uO9qoK8zGQc,Tai chi,training,1920x1080,189.5,"[([0, 45.48], 'A man is doing Tai Chi moves on a beach alone in front of the sun.'), ([45.48, 57.8], ' A group of people all dressed in white joins the man on the beach and does the martial arts moves.'), ([57.8, 69.17], ' The man is alone again doing the moves.'), ([69.17, 78.64], ' The people are with the man doing Tai Chi back on the beach.'), ([78.64, 116.54], ' The man is alone on a hill doing the moves.'), ([116.54, 156.34], ' The man is back on the beach doing the moves as the sun begins to set.'), ([156.34, 167.71], ' The people are doing the moves with him on the beach.'), ([167.71, 189.5], ' Words come across the screen.')]",https://www.youtube.com/watch?v=uO9qoK8zGQc
49,7XGimCWcafc,Changing car wheel,training,1280x720,223.35,"[([0, 26.8], 'A large off-roading truck drives by along a dirt track next to a body of water and comes to a stop.'), ([26.8, 58.07], ' Many spectators approach the vehicle, while the driver climbs out of the vehicle and attempts to remove a tire from the back of the truck.'), ([60.31, 104.98], ' A worker and some assistants approaches the vehicle with a spare tire, and some men begin to jack up the rear of the truck to try to replace the rear passenger side tire.'), ([104.98, 140.71], ' While the tire is being replaced, the driver climbs back into the truck, and a specator takes a picture of the vehicle.'), ([140.71, 189.85], ' Other spectators come to the driver side to talk with the driver.'), ([189.85, 196.55], ' The tire is replaced and the truck drives off.'), ([197.67, 216.65], ' A detailed look at the tire that was replaced is shown.')]",https://www.youtube.com/watch?v=7XGimCWcafc
50,xYuqZ_RrCC0,Shaving,training,1920x1080,102.4,"[([0, 10.75], 'A man combs his beard in front of a mirror in his bathroom.'), ([10.75, 19.97], ' The man reaches down to pick up sizzors then trims his mustache.'), ([19.46, 35.33], ' The man picks up lotion which he applies to his neck.'), ([35.33, 50.18], ' The man picks up a package of razors and assembles them into his steel razor gadget.'), ([50.18, 59.39], ' The man uses his razor to trim his face and beard.'), ([60.42, 67.58], ' The man picks up a package and applies a product to his face.'), ([67.07, 71.68], ' The man uses a towel to wipe down his face.'), ([72.19, 102.4], ' the man picks up a bottle of oil from the counter and applies it to his beard.')]",https://www.youtube.com/watch?v=xYuqZ_RrCC0
51,EY4YIa-kNgs,Washing dishes,training,1280x720,201.82,"[([0, 22.2], 'A young boy holds a dish scrub as he speaks.'), ([23.21, 39.35], ' He turns to the sink behind him where there are dishes sitting in water.'), ([40.36, 42.38], ' He drops the scrub into the sink and lays a glass down.'), ([43.39, 80.73], ' He grabs a towel and cleans the glass and moves on to scrub the glass as well.'), ([81.74, 91.83], ' He puts down the scrub and grabs the glass to place it in the right side of the sink where he wets the glass and puts it away in the dish rack.'), ([92.84, 117.05], ' He moves to grab the towel and clean a dish.'), ([118.06, 128.15], ' He soaks the dish in water and moves it to the dish rack.'), ([129.16, 157.42], ' He returns to use the towel and clean a knife.'), ([158.43, 186.68], ' He soaks the knife in the water and moves it to the dish rack, the boy goes back to clean a fork with the towel.'), ([187.69, 189.71], ' He moves the fork to the water to rinse soap off it.'), ([190.72, 201.82], ' The young boy stands in front of camera, speaking.')]",https://www.youtube.com/watch?v=EY4YIa-kNgs
52,C5KcdwGSvbw,Baking cookies,training,1280x720,109.16,"[([0, 8.19], 'A person is pressing buttons on an oven.'), ([7.1, 14.19], ' A girl pours ingredients into a bowl together.'), ([15.83, 36.57], ' She mixes the ingredients using a mixer then puts more ingredients in the bowl.'), ([31.66, 41.48], 'The mixes again and finally puts another small amount of ingredients in the bowl.'), ([44.75, 62.22], ' She mixes a third time and adds chocolate chips, finally mixing one more time.'), ([70.41, 81.32], ' The oven peeps and she prepares a pan with cookie dough.'), ([83.51, 93.33], ' She puts the dough into the oven and presses bake options.'), ([96.06, 109.16], ' After several minutes she takes out the pan and spread the cookies out.')]",https://www.youtube.com/watch?v=C5KcdwGSvbw
53,KRfdZgxLZPY,Skateboarding,training,1280x720,143.92000000000002,"[([2.16, 138.88], 'In the snow, various young men perform snowboard tricks before the camera.'), ([7.2, 11.51], ' A man in a blue sweatshirt jumps down a staircase.'), ([12.23, 19.43], ' A young man in a black outfit performs a double trick by grinding down one railing and jumping down a staircase.'), ([30.22, 35.98], ' A man in a purple sweatshirt grinds down a staircase railing.'), ([68.36, 77], ' A man in a purple and black striped sweatshirt jumps down a staircase.'), ([130.25, 136.72], ' The man in the blue sweatshirt grinds down a railing and lands stylishly on the floor.')]",https://www.youtube.com/watch?v=KRfdZgxLZPY
54,FGAlwzRvAHg,Waxing skis,training,1280x720,183.49,"[([8.26, 14.68], 'The screen shows Transworld Snowboarding at Keystone, Colorado.'), ([14.68, 28.44], ' It displays the fundamentals of snowboarding by Jack Mitrani.'), ([28.44, 39.45], ' A person wearing a green hoodie and a hat is talking about the essentials required for snowboarding.'), ([39.45, 46.79], ' He is demonstrating his tutorial with a snowboard placed in front of him.'), ([46.79, 62.38], ' He is holding an iron in his hand as he is explaining how to wax the board.'), ([62.38, 77.98], ' He has a piece of hard wax in his hand and an iron too.'), ([77.98, 90.83], ' He begins melting the wax with the heated iron and drops it on the board.'), ([90.83, 105.5], ' He drops the melted wax all over the board.'), ([105.5, 119.27], ' He then drags the melted wax all through the board.'), ([119.27, 136.7], ' He continues the same process throughout the entire board.'), ([136.7, 164.22], ' Then uses a scraper to scrape the wax off and clean the board.'), ([164.22, 183.49], ' He also uses a brush to brush off the wax and blows the wax shavings off of the board.')]",https://www.youtube.com/watch?v=FGAlwzRvAHg
55,iM8ZD2PwKDg,Doing step aerobics,training,1280x720,127.52,"[([15.94, 34.43], 'There is a group of ladies in a gym dressed in workout tops and tights.'), ([34.43, 60.57], ' They are all participating in a structured aerobics class.'), ([60.57, 87.99], ' They are coordinating their steps and synchronizing their moves as they step on and off of the platform.'), ([87.99, 112.86], ' They are dancing as they exercise to music.'), ([112.86, 122.42], "" After they're done, they stop and raise remove the platforms."")]",https://www.youtube.com/watch?v=iM8ZD2PwKDg
56,3vs3ofTw1vY,Snow tubing,training,1920x1080,220.92000000000002,"[([30.93, 70.69], 'There are several people getting ready to ski.'), ([70.69, 109.35], "" There's a person skiing downhill with full speed whose shadow can be seen.""), ([109.35, 152.43], ' There are people sitting and waiting on top of a mountain waiting to start skiing.'), ([152.43, 167.9], ' The skier going fast downhill is demonstrating how to turn and manage speed while going downhill.'), ([167.9, 198.82], ' There are some people walking toward the ski mountain on a escalator.'), ([198.82, 208.76], ' The skier continues to ski downhill steadily on steep and winding slopes.')]",https://www.youtube.com/watch?v=3vs3ofTw1vY
57,8P0N5psQrEI,Putting on shoes,training,1280x720,110.18,"[([2.75, 10.47], 'A Caucasian woman in late maternity is shown seated on a living room sofa.'), ([10.47, 41.87], ' She puts on a sock on her left foot while crossing her leg and then proceeds to put on a tennis shoe on her left foot.'), ([41.87, 60.05], ' She is cleary in discomfort as she proceeds to tie her shoe, which she rests on an ottoman.'), ([60.05, 95.3], ' She takes a small break and then proceeds to put on her right shoe, She rests her right foot on the ottoman while she ties the shoe.'), ([95.86, 105.22], ' The satisfied and exhausted woman sits back on the sofa and holds her large belly as she completes the task of putting her right shoe on.')]",https://www.youtube.com/watch?v=8P0N5psQrEI
